# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select r.*, G.* from gw_reflist r right join gw_gwdd g on g.edit_table_nm = r.gw_ed_tbl_nm ' |# 02/19/2019 21:10:55, llorzol
#
gw_ed_tbl_nm	gw_ref_cd	gw_ref_nm	gw_sort_nu	gw_ref_ds	gw_valid_fg	parameter_cd	parameter_nm	col_width_nu	parameter_tp	parameter_var_nm	mtrc_unit_fc	mtrc_unit_prec_fc	insert_file_nm	insert_subfile_nm	start_byte_nu	parameter_len_nu	parameter_ptr_va	sig_fig_vector_tx	mandatory_fg	special_test_nu	edit_table_nm	head_1_tx	head_2_tx	head_3_tx	english_unit_tx	metric_unit_tx	missing_tx	reflist_insert_cd	reflist_update_cd	reflist_check_cd	valid_codes_nu	edit_table_nm_len_nu	record_type_nu	sub_record_type_nu	edit_option_tx	district_default_opt_nu	district_default_tx	table_nm	column_nm	gwdd_mn	gwdd_md
24s	128s	16s	9n	255s	1s	5s	50s	9n	2s	32s	8s	2s	32s	32s	9n	9n	5s	10s	1s	9n	24s	32s	32s	32s	32s	32s	32s	1s	1s	1s	9n	9n	9n	9n	6s	9n	128s	32s	32s	8s	25d
						C414	User ID of person updating OPEN record	8	23	CDUUID	 0	 0	CONS	OPEN	57	8	 0		N	0		 PERSON	UPDATING	  OPEN	 RECORD	 RECORD	--	2	2	2	0	0	2	4	YYYYYY	0		gw_open_##	open_mn	nwis	20-NOV-2018 20:48:10
						C415	User ID of person creating LIFT record	8	23	CDCUID	 0	 0	CONS	LIFT	35	8	 0		N	0		 PERSON	CREATING	  LIFT	 RECORD	 RECORD	--	2	2	2	0	0	2	5	YYYYYY	0		gw_lift_##	lift_cn	nwis	20-NOV-2018 20:48:10
						C416	Date and time LIFT record created (UTC)	11	33	CDCRDT			CONS	LIFT	43	14			N	0		 DATE/TIME	LIFT RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	2	5	YYYYYY	0		gw_lift_##	lift_cr	nwis	20-NOV-2018 20:48:10
						C417	User ID of person updating LIFT record	8	23	CDUUID	 0	 0	CONS	LIFT	57	8	 0		N	0		 PERSON	UPDATING	  LIFT	 RECORD	 RECORD	--	2	2	2	0	0	2	5	YYYYYY	0		gw_lift_##	lift_mn	nwis	20-NOV-2018 20:48:10
						C418	User ID of person creating REPR record	8	23	CDCUID	 0	 0	CONS	REPR	35	8	 0		N	0		 PERSON	CREATING	  REPR	 RECORD	 RECORD	--	2	2	2	0	0	2	6	YYYYYY	0		gw_repr_##	repr_cn	nwis	20-NOV-2018 20:48:10
						C419	Date and time REPR record created (UTC)	11	33	CDCRDT			CONS	REPR	43	14			N	0		 DATE/TIME	REPR RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	2	6	YYYYYY	0		gw_repr_##	repr_cr	nwis	20-NOV-2018 20:48:10
						C420	User ID of person updating REPR record	8	23	CDUUID	 0	 0	CONS	REPR	57	8	 0		N	0		 PERSON	UPDATING	  REPR	 RECORD	 RECORD	--	2	2	2	0	0	2	6	YYYYYY	0		gw_repr_##	repr_mn	nwis	20-NOV-2018 20:48:10
						C421	User ID of person creating SPNG record	8	23	CDCUID	 0	 0	CONS	SPNG	35	8	 0		N	0		 PERSON	CREATING	  SPNG	 RECORD	 RECORD	--	2	2	2	0	0	2	7	YYYYYY	0		gw_spng_##	spng_cn	nwis	20-NOV-2018 20:48:10
						C422	Date and time SPNG record created (UTC)	11	33	CDCRDT			CONS	SPNG	43	14			N	0		 DATE/TIME	SPNG RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	2	7	YYYYYY	0		gw_spng_##	spng_cr	nwis	20-NOV-2018 20:48:10
						C423	User ID of person updating SPNG record	8	23	CDUUID	 0	 0	CONS	SPNG	57	8	 0		N	0		 PERSON	UPDATING	  SPNG	 RECORD	 RECORD	--	2	2	2	0	0	2	7	YYYYYY	0		gw_spng_##	spng_mn	nwis	20-NOV-2018 20:48:10
						C424	User ID of person creating MPNT record	8	23	CDCUID	 0	 0	CONS	MPNT	35	8	 0		N	0		 PERSON	CREATING	  MPNT	 RECORD	 RECORD	--	2	2	2	0	0	2	8	YYYYYY	0		gw_mpnt_##	mpnt_cn	nwis	20-NOV-2018 20:48:10
						C425	Date and time MPNT record created (UTC)	11	33	CDCRDT			CONS	MPNT	43	14			N	0		 DATE/TIME	MPNT RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	2	8	YYYYYY	0		gw_mpnt_##	mpnt_cr	nwis	20-NOV-2018 20:48:10
						C426	User ID of person updating MPNT record	8	23	CDUUID	 0	 0	CONS	MPNT	57	8	 0		N	0		 PERSON	UPDATING	  MPNT	 RECORD	 RECORD	--	2	2	2	0	0	2	8	YYYYYY	0		gw_mpnt_##	mpnt_mn	nwis	20-NOV-2018 20:48:10
						C427	User ID of person creating LEV record	8	23	WLCUID	 0	 0	LEV	none	40	8	 0		N	0		 PERSON	CREATING	  LEV	 RECORD	 RECORD	--	2	2	2	0	0	7	0	YYYYYY	0		gw_lev_##	lev_cn	nwis	20-NOV-2018 20:48:10
						C428	Date and time LEV record created (UTC)	10	33	WLCRDT			LEV	none	48	14			N	0		DATE/TIME	LEV RECORD	 CREATED	  (UTC)	  (UTC)	--	2	2	2	0	0	7	0	YYYYYY	0		gw_lev_##	lev_cr	nwis	20-NOV-2018 20:48:10
						C429	User ID of person updating LEV record	8	23	WLUUID	 0	 0	LEV	none	62	8	 0		N	0		 PERSON	UPDATING	  LEV	 RECORD	 RECORD	--	2	2	2	0	0	7	0	YYYYYY	0		gw_lev_##	lev_mn	nwis	20-NOV-2018 20:48:10
						C430	User ID of person creating DISC record	8	23	DICUID	 0	 0	DISC	none	32	8	 0		N	0		 PERSON	CREATING	  DISC	 RECORD	 RECORD	--	2	2	2	0	0	4	0	YYYYYY	0		gw_disc_##	disc_cn	nwis	20-NOV-2018 20:48:10
						C431	Date and time DISC record created (UTC)	11	33	DICRDT			DISC	none	40	14			N	0		 DATE/TIME	DISC RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	4	0	YYYYYY	0		gw_disc_##	disc_cr	nwis	20-NOV-2018 20:48:10
						C432	User ID of person updating DISC record	8	23	DIUUID	 0	 0	DISC	none	54	8	 0		N	0		 PERSON	UPDATING	  DISC	 RECORD	 RECORD	--	2	2	2	0	0	4	0	YYYYYY	0		gw_disc_##	disc_mn	nwis	20-NOV-2018 20:48:10
						C433	User ID of person creating OWNR record	8	23	MGDCUI	 0	 0	MISC	OWNR	33	8	 0		N	0		 PERSON	CREATING	  OWNR	 RECORD	 RECORD	--	2	2	2	0	0	3	1	YYYYYY	0		site_owner_##	site_owner_cn	nwis	20-NOV-2018 20:48:10
						C434	Date and time OWNR record created (UTC)	11	33	MGDCRD			MISC	OWNR	41	14			N	0		 DATE/TIME	OWNR RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	1	YYYYYY	0		site_owner_##	site_owner_cr	nwis	20-NOV-2018 20:48:10
						C435	User ID of person updating OWNR record	8	23	MGDUUI	 0	 0	MISC	OWNR	55	8	 0		N	0		 PERSON	UPDATING	  OWNR	 RECORD	 RECORD	--	2	2	2	0	0	3	1	YYYYYY	0		site_owner_##	site_owner_mn	nwis	20-NOV-2018 20:48:10
						C436	User ID of person creating OTID record	8	23	MGDCUI	 0	 0	MISC	OTID	33	8	 0		N	0		 PERSON	CREATING	  OTDT	 RECORD	 RECORD	--	2	2	2	0	0	3	3	YYYYYY	0		gw_otid_##	otid_cn	nwis	20-NOV-2018 20:48:10
						C437	Date and time OTID record created (UTC)	11	33	MGDCRD			MISC	OTID	41	14			N	0		 DATE/TIME	OTID RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	3	YYYYYY	0		gw_otid_##	otid_cr	nwis	20-NOV-2018 20:48:10
						C438	User ID of person updating OTID record	8	23	MGDUUI	 0	 0	MISC	OTID	55	8	 0		N	0		 PERSON	UPDATING	  OTID	 RECORD	 RECORD	--	2	2	2	0	0	3	3	YYYYYY	0		gw_otid_##	otid_mn	nwis	20-NOV-2018 20:48:10
						C439	User ID of person creating OTDT record	8	23	MGDCUI	 0	 0	MISC	OTDT	33	8	 0		N	0		 PERSON	CREATING	  OTDT	 RECORD	 RECORD	--	2	2	2	0	0	3	4	YYYYYY	0		gw_otdt_##	otdt_cn	nwis	20-NOV-2018 20:48:10
						C440	Date and time OTDT record created (UTC)	11	33	MGDCRD			MISC	OTDT	41	14			N	0		 DATE/TIME	OTDT RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	4	YYYYYY	0		gw_otdt_##	otdt_cr	nwis	20-NOV-2018 20:48:10
						C441	User ID of person updating OTDT record	8	23	MGDUUI	 0	 0	MISC	OTDT	55	8	 0		N	0		 PERSON	UPDATING	  OTDT	 RECORD	 RECORD	--	2	2	2	0	0	3	4	YYYYYY	0		gw_otdt_##	otdt_mn	nwis	20-NOV-2018 20:48:10
						C442	User ID of person creating VIST record	8	23	MGDCUI	 0	 0	MISC	VIST	33	8	 0		N	0		 PERSON	CREATING	  VIST	 RECORD	 RECORD	--	2	2	2	0	0	3	5	YYYYYY	0		gw_vist_##	vist_cn	nwis	20-NOV-2018 20:48:10
						C443	Date and time VIST record created (UTC)	11	33	MGDCRD			MISC	VIST	41	14			N	0		 DATE/TIME	VIST RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	5	YYYYYY	0		gw_vist_##	vist_cr	nwis	20-NOV-2018 20:48:10
						C444	User ID of person updating VIST record	8	23	MGDUUI	 0	 0	MISC	VIST	55	8	 0		N	0		 PERSON	UPDATING	  VIST	 RECORD	 RECORD	--	2	2	2	0	0	3	5	YYYYYY	0		gw_vist_##	vist_mn	nwis	20-NOV-2018 20:48:10
						C445	User ID of person creating QVAL record	8	23	MGDCUI	 0	 0	MISC	QVAL	33	8	 0		N	0		 PERSON	CREATING	  QVAL	 RECORD	 RECORD	--	2	2	2	0	0	3	7	YYYYYY	0		qw_sample_##	sample_cn	nwis	20-NOV-2018 20:48:10
						C446	Date and time QVAL record created (UTC)	11	33	MGDCRD			MISC	QVAL	41	14			N	0		 DATE/TIME	QVAL RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	7	YYYYYY	0		qw_sample_##	sample_cr	nwis	20-NOV-2018 20:48:10
						C447	User ID of person updating QVAL record	8	23	MGDUUI	 0	 0	MISC	QVAL	55	8	 0		N	0		 PERSON	UPDATING	  QVAL	 RECORD	 RECORD	--	2	2	2	0	0	3	7	YYYYYY	0		qw_sample_##	sample_mn	nwis	20-NOV-2018 20:48:10
						C448	User ID of person creating LOGS record	8	23	MGDCUI	 0	 0	MISC	LOGS	33	8	 0		N	0		 PERSON	CREATING	  LOGS	 RECORD	 RECORD	--	2	2	2	0	0	3	8	YYYYYY	0		gw_logs_##	logs_cn	nwis	20-NOV-2018 20:48:10
						C449	Date and time LOGS record created (UTC)	11	33	MGDCRD			MISC	LOGS	41	14			N	0		 DATE/TIME	LOGS RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	8	YYYYYY	0		gw_logs_##	logs_cr	nwis	20-NOV-2018 20:48:10
						C450	User ID of person updating LOGS record	8	23	MGDUUI	 0	 0	MISC	LOGS	55	8	 0		N	0		 PERSON	UPDATING	  LOGS	 RECORD	 RECORD	--	2	2	2	0	0	3	8	YYYYYY	0		gw_logs_##	logs_mn	nwis	20-NOV-2018 20:48:10
						C451	User ID of person creating NETW record	8	23	MGDCUI	 0	 0	MISC	NETW	33	8	 0		N	0		 PERSON	CREATING	  NETW	 RECORD	 RECORD	--	2	2	2	0	0	3	9	YYYYYY	0		gw_netw_##	netw_cn	nwis	20-NOV-2018 20:48:10
						C452	Date and time NETW record created (UTC)	11	33	MGDCRD			MISC	NETW	41	14			N	0		 DATE/TIME	NETW RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	9	YYYYYY	0		gw_netw_##	netw_cr	nwis	20-NOV-2018 20:48:10
						C453	User ID of person updating NETW record	8	23	MGDUUI	 0	 0	MISC	NETW	55	8	 0		N	0		 PERSON	UPDATING	  NETW	 RECORD	 RECORD	--	2	2	2	0	0	3	9	YYYYYY	0		gw_netw_##	netw_mn	nwis	20-NOV-2018 20:48:10
						C454	User ID of person creating SPEC record	8	23	MGDCUI	 0	 0	MISC	SPEC	33	8	 0		N	0		 PERSON	CREATING	  SPEC	 RECORD	 RECORD	--	2	2	2	0	0	3	10	YYYYYY	0		gw_spec_##	spec_cn	nwis	20-NOV-2018 20:48:10
						C455	Date and time SPEC record created (UTC)	11	33	MGDCRD			MISC	SPEC	41	14			N	0		 DATE/TIME	SPEC RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	10	YYYYYY	0		gw_spec_##	spec_cr	nwis	20-NOV-2018 20:48:10
						C456	User ID of person updating SPEC record	8	23	MGDUUI	 0	 0	MISC	SPEC	55	8	 0		N	0		 PERSON	UPDATING	  SPEC	 RECORD	 RECORD	--	2	2	2	0	0	3	10	YYYYYY	0		gw_spec_##	spec_mn	nwis	20-NOV-2018 20:48:10
						C457	User ID of person creating MSVL record	8	23	MGDCUI	 0	 0	MISC	MSVL	33	8	 0		N	0		 PERSON	CREATING	  MSVL	 RECORD	 RECORD	--	2	2	2	0	0	3	11	YYYYYY	0		gw_msvl_##	msvl_cn	nwis	20-NOV-2018 20:48:10
						C458	Date and time MSVL record created (UTC)	11	33	MGDCRD			MISC	MSVL	41	14			N	0		 DATE/TIME	MSVL RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	11	YYYYYY	0		gw_msvl_##	msvl_cr	nwis	20-NOV-2018 20:48:10
						C459	User ID of person updating MSVL record	8	23	MGDUUI	 0	 0	MISC	MSVL	55	8	 0		N	0		 PERSON	UPDATING	  MSVL	 RECORD	 RECORD	--	2	2	2	0	0	3	11	YYYYYY	0		gw_msvl_##	msvl_mn	nwis	20-NOV-2018 20:48:10
						C460	User ID of person creating COOP record	8	23	MGDCUI	 0	 0	MISC	COOP	33	8	 0		N	0		 PERSON	CREATING	  COOP	 RECORD	 RECORD	--	2	2	2	0	0	3	12	YYYYYY	0		gw_coop_##	coop_cn	nwis	20-NOV-2018 20:48:10
						C461	Date and time COOP record created (UTC)	11	33	MGDCRD			MISC	COOP	41	14			N	0		 DATE/TIME	COOP RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	12	YYYYYY	0		gw_coop_##	coop_cr	nwis	20-NOV-2018 20:48:10
						C462	User ID of person updating COOP record	8	23	MGDUUI	 0	 0	MISC	COOP	55	8	 0		N	0		 PERSON	UPDATING	  COOP	 RECORD	 RECORD	--	2	2	2	0	0	3	12	YYYYYY	0		gw_coop_##	coop_mn	nwis	20-NOV-2018 20:48:10
						C463	User ID of person creating RMKS record	8	23	MGDCUI	 0	 0	MISC	RMKS	33	8	 0		N	0		 PERSON	CREATING	  RMKS	 RECORD	 RECORD	--	2	2	2	0	0	3	13	YYYYYY	0		gw_rmks_##	rmks_cn	nwis	20-NOV-2018 20:48:10
						C464	Date and time RMKS record created (UTC)	11	33	MGDCRD			MISC	RMKS	41	14			N	0		 DATE/TIME	RMKS RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	13	YYYYYY	0		gw_rmks_##	rmks_cr	nwis	20-NOV-2018 20:48:10
						C465	User ID of person updating RMKS record	8	23	MGDUUI	 0	 0	MISC	RMKS	55	8	 0		N	0		 PERSON	UPDATING	  RMKS	 RECORD	 RECORD	--	2	2	2	0	0	3	13	YYYYYY	0		gw_rmks_##	rmks_mn	nwis	20-NOV-2018 20:48:10
						C466	User ID of person creating GEOH record	8	23	LGCUID	 0	 0	GEOH	GEOH	31	8	 0		N	0		 PERSON	CREATING	  GEOH	 RECORD	 RECORD	--	2	2	2	0	0	5	1	YYYYYY	0		gw_geoh_##	geoh_cn	nwis	20-NOV-2018 20:48:10
						C467	Date and time GEOH record created (UTC)	11	33	LGCRDT			GEOH	GEOH	39	14			N	0		 DATE/TIME	GEOH RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	5	1	YYYYYY	0		gw_geoh_##	geoh_cr	nwis	20-NOV-2018 20:48:10
						C468	User ID of person updating GEOH record	8	23	LGUUID	 0	 0	GEOH	GEOH	53	8	 0		N	0		 PERSON	UPDATING	  GEOH	 RECORD	 RECORD	--	2	2	2	0	0	5	1	YYYYYY	0		gw_geoh_##	geoh_mn	nwis	20-NOV-2018 20:48:10
						C469	User ID of person creating AQFR record	8	23	LGCUID	 0	 0	GEOH	AQFR	31	8	 0		N	0		 PERSON	CREATING	  AQFR	 RECORD	 RECORD	--	2	2	2	0	0	5	2	YYYYYY	0		gw_aqfr_##	aqfr_cn	nwis	20-NOV-2018 20:48:10
						C470	Date and time AQFR record created (UTC)	11	33	LGCRDT			GEOH	AQFR	39	14			N	0		 DATE/TIME	AQFR RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	5	2	YYYYYY	0		gw_aqfr_##	aqfr_cr	nwis	20-NOV-2018 20:48:10
						C471	User ID of person updating AQFR record	8	23	LGUUID	 0	 0	GEOH	AQFR	53	8	 0		N	0		 PERSON	UPDATING	  AQFR	 RECORD	 RECORD	--	2	2	2	0	0	5	2	YYYYYY	0		gw_aqfr_##	aqfr_mn	nwis	20-NOV-2018 20:48:11
						C472	User ID of person creating OBS record	8	23	HDRCUID	 0	 0	OBS	none	24	8	 0		N	0		 PERSON	CREATING	  OBS	 RECORD	 RECORD	--	2	2	2	0	0	8	0	YYYYYY	0		gw_obs_##	obs_cn	nwis	20-NOV-2018 20:48:11
						C473	Date and time OBS record created (UTC)	10	33	HDRCRT			OBS	none	32	14			N	0		DATE/TIME	OBS RECORD	 CREATED	  (UTC)	  (UTC)	--	2	2	2	0	0	8	0	YYYYYY	0		gw_obs_##	obs_cr	nwis	20-NOV-2018 20:48:11
						C474	User ID of person updating OBS record	8	23	HDUUID	 0	 0	OBS	none	46	8	 0		N	0		 PERSON	UPDATING	  OBS	 RECORD	 RECORD	--	2	2	2	0	0	8	0	YYYYYY	0		gw_obs_##	obs_mn	nwis	20-NOV-2018 20:48:11
						C475	User ID of person creating TEST record	8	23	HYCUID	 0	 0	TEST	TEST	96	8	 0		N	0		 PERSON	CREATING	  TEST	 RECORD	 RECORD	--	2	2	2	0	0	6	1	YYYYYY	0		test_##	test_cn	nwis	20-NOV-2018 20:48:11
						C476	Date and time TEST record created (UTC)	11	33	HYCRDT			TEST	TEST	104	14			N	0		 DATE/TIME	TEST RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	6	1	YYYYYY	0		test_##	test_cr	nwis	20-NOV-2018 20:48:11
						C477	User ID of person updating TEST record	8	23	HYUUID	 0	 0	TEST	TEST	118	8	 0		N	0		 PERSON	UPDATING	  TEST	 RECORD	 RECORD	--	2	2	2	0	0	6	1	YYYYYY	0		test_##	test_mn	nwis	20-NOV-2018 20:48:11
						C478	User ID of person creating RSLT record	8	23	HYCUID	 0	 0	TEST	RSLT	96	8	 0		N	0		 PERSON	CREATING	  RSLT	 RECORD	 RECORD	--	2	2	2	0	0	6	2	YYYYYY	0		gw_result_##	gw_result_cn	nwis	20-NOV-2018 20:48:11
						C479	Date and time RSLT record created (UTC)	11	33	HYCRDT			TEST	RSLT	104	14			N	0		 DATE/TIME	RSLT RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	6	2	YYYYYY	0		gw_result_##	gw_result_cr	nwis	20-NOV-2018 20:48:11
						C480	User ID of person updating RSLT record	8	23	HYUUID	 0	 0	TEST	RSLT	118	8	 0		N	0		 PERSON	UPDATING	  RSLT	 RECORD	 RECORD	--	2	2	2	0	0	6	2	YYYYYY	0		gw_result_##	gw_result_mn	nwis	20-NOV-2018 20:48:11
						C481	User ID of person creating RSIT record	8	23	HYCUID	 0	 0	TEST	RSIT	96	8	 0		N	0		 PERSON	CREATING	  RSIT	 RECORD	 RECORD	--	2	2	2	0	0	6	3	YYYYYY	0		gw_result_site_##	gw_result_site_cn	nwis	20-NOV-2018 20:48:11
						C482	Date and time RSIT record created (UTC)	11	33	HYCRDT			TEST	RSIT	104	14			N	0		 DATE/TIME	RSIT RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	6	3	YYYYNN	0		gw_result_site_##	gw_result_site_cr	nwis	20-NOV-2018 20:48:11
						C483	User ID of person updating RSIT record	8	23	HYUUID	 0	 0	TEST	RSIT	118	8	 0		N	0		 PERSON	UPDATING	  RSIT	 RECORD	 RECORD	--	2	2	2	0	0	6	3	YYYYNN	0		gw_result_site_##	gw_result_site_mn	nwis	20-NOV-2018 20:48:11
						C484	User ID of person creating PRMT record	8	23	MGDCUI	 0	 0	MISC	PRMT	33	8	 0		N	0		 PERSON	CREATING	  PRMT	 RECORD	 RECORD	--	2	2	2	0	0	3	14	YYYYYY	0		permit_##	permit_cn	nwis	20-NOV-2018 20:48:11
						C485	Date and time PRMT record created (UTC)	11	33	MGDCRD			MISC	PRMT	41	14			N	0		 DATE/TIME	PRMT RECORD	  CREATED	   (UTC)	   (UTC)	--	2	2	2	0	0	3	14	YYYYYY	0		permit_##	permit_cr	nwis	20-NOV-2018 20:48:11
						C486	User ID of person updating PRMT record	8	23	MGDUUI	 0	 0	MISC	PRMT	55	8	 0		N	0		 PERSON	UPDATING	  PRMT	 RECORD	 RECORD	--	2	2	2	0	0	3	14	YYYYYY	0		permit_##	permit_mn	nwis	20-NOV-2018 20:48:11
hyttyp	ET	Evapotrans	7	Evapotranspiration both potential (PET) and actual (AET)	Y	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	UNSAT	Unsaturated Zone	5	Unsaturated Zone	Y	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	UNKNOWN	Unknown	6	Unknown test type.  Valid for transfer only.	N	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	OTHER.HYD	Other Hydraulic	4	Other Hydraulic	Y	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	AQ.SINGLE	Single Well	2	Single Well	Y	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	AQ.MULTI	Multiple Well	1	Multiple Well	Y	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	EXTENS	Extensometer	3	Extensometer	Y	C487	Test type	4	25	HYTTYP	 0	 0	TEST	RSLT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	2	YYYYYY	0		gw_result_##	test_tp	nwis	20-NOV-2018 20:48:11
mmdate	16000101	Minimum-	1	 date	Y	C488	Test start date	5	31	HYTDAT	 0	 0	TEST	RSLT	37	8	 0		Y	15	mmdate		TEST	START	DATE	DATE	--	6	6	6	-1	6	6	2	YYYYYY	0		gw_result_##	test_start_dt	nwis	20-NOV-2018 20:48:11
mmtime	2359	Maximum+	2	 time	Y	C489	Test Start Time	5	32	HYTTIM	 0	 0	TEST	RSLT	45	4	 0		N	0	mmtime		TEST	START	TIME	TIME	--	2	2	2	-3	6	6	2	YYYYYY	0		gw_result_##	test_start_dt	nwis	20-NOV-2018 20:48:11
mmtime	0000	Minimum-	1	 time	Y	C489	Test Start Time	5	32	HYTTIM	 0	 0	TEST	RSLT	45	4	 0		N	0	mmtime		TEST	START	TIME	TIME	--	2	2	2	-3	6	6	2	YYYYYY	0		gw_result_##	test_start_dt	nwis	20-NOV-2018 20:48:11
hyttyp	ET	Evapotrans	7	Evapotranspiration both potential (PET) and actual (AET)	Y	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	UNSAT	Unsaturated Zone	5	Unsaturated Zone	Y	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	UNKNOWN	Unknown	6	Unknown test type.  Valid for transfer only.	N	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	OTHER.HYD	Other Hydraulic	4	Other Hydraulic	Y	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	AQ.SINGLE	Single Well	2	Single Well	Y	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	AQ.MULTI	Multiple Well	1	Multiple Well	Y	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
hyttyp	EXTENS	Extensometer	3	Extensometer	Y	C490	Test type	4	25	HYTTYP	 0	 0	TEST	RSIT	25	12	 0		Y	0	hyttyp		TEST	TYPE	CODE	CODE	--	9	9	6	7	6	6	3	YYYYYY	0		gw_result_site_##	test_tp	nwis	20-NOV-2018 20:48:11
mmdate	16000101	Minimum-	1	 date	Y	C491	Test start date	5	31	HYTDAT	 0	 0	TEST	RSIT	37	8	 0		Y	15	mmdate		TEST	START	DATE	DATE	--	6	6	6	-1	6	6	3	YYYYYY	0		gw_result_site_##	test_start_dt	nwis	20-NOV-2018 20:48:11
mmtime	2359	Maximum+	2	 time	Y	C492	Test Start Time	5	32	HYTTIM	 0	 0	TEST	RSIT	45	4	 0		N	0	mmtime		TEST	START	TIME	TIME	--	2	2	2	-3	6	6	3	YYYYYY	0		gw_result_site_##	test_start_dt	nwis	20-NOV-2018 20:48:11
