# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select r.*, G.* from gw_reflist r right join gw_gwdd g on g.edit_table_nm = r.gw_ed_tbl_nm ' |# 02/19/2019 21:10:55, llorzol
#
gw_ed_tbl_nm	gw_ref_cd	gw_ref_nm	gw_sort_nu	gw_ref_ds	gw_valid_fg	parameter_cd	parameter_nm	col_width_nu	parameter_tp	parameter_var_nm	mtrc_unit_fc	mtrc_unit_prec_fc	insert_file_nm	insert_subfile_nm	start_byte_nu	parameter_len_nu	parameter_ptr_va	sig_fig_vector_tx	mandatory_fg	special_test_nu	edit_table_nm	head_1_tx	head_2_tx	head_3_tx	english_unit_tx	metric_unit_tx	missing_tx	reflist_insert_cd	reflist_update_cd	reflist_check_cd	valid_codes_nu	edit_table_nm_len_nu	record_type_nu	sub_record_type_nu	edit_option_tx	district_default_opt_nu	district_default_tx	table_nm	column_nm	gwdd_mn	gwdd_md
24s	128s	16s	9n	255s	1s	5s	50s	9n	2s	32s	8s	2s	32s	32s	9n	9n	5s	10s	1s	9n	24s	32s	32s	32s	32s	32s	32s	1s	1s	1s	9n	9n	9n	9n	6s	9n	128s	32s	32s	8s	25d
mgdlty	OR	Other	86	Other	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	OF	Fisheye video	55	Fisheye video log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	NT	Neutron act	52	Neutron activation log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	NS	Spectral gamma	49	Spectral gamma log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	NN	Neutron	51	Neutron log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	NM	NMR	53	Nuclear magnetic resonance log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	NG	Gamma	48	Gamma log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	NA	Gamma-gamma	50	Gamma-gamma log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MV	Radar velocity	46	Radar direct-wave velocity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MS	Mag suscep	42	Magnetic susceptibility log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MR	Radar image	45	Radar reflection image log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MM	Magnetic	41	Magnetic log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MI	Induction	43	Electromagnetic induction log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MD	Induction dual	44	Electromagnetic dual induction log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	MA	Radar amplitude	47	Radar direct-wave amplitude log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FY	Dye tracer	37	Dye tracer log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FV	Fluid velocity	31	Fluid velocity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FT	Fluid temp	29	Fluid temperature log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FS	Spinner flow	32	Spinner flowmeter log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FR	Fluid res	28	Fluid resistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FH	Heat-pulse flow	33	Heat-pulse flowmeter log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FF	Fluid diff temp	30	Fluid differential temperature log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FE	EM flow	34	Electromagnetic flowmeter log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FD	Doppler flow	35	Doppler flowmeter log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FC	Fluid cond	27	Fluid conductivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FB	Brine tracer	38	Brine tracer log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	FA	Rad tracer	36	Radioactive tracer log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ET	Lat res	22	Lateral resistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ES	Short normal	20	Short-normal resistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ER	Resistance	17	Single-point resistance log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EP	SP	18	Spontaneous potential log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EO	Microres, lat	25	Microresistivity, lateral log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EN	Microres	23	Microresistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EL	Long normal	19	Long-normal resistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EF	Foc res	21	Focused resistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EE	Electric	16	Electric log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ED	Dipmeter	26	Dipmeter log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	EC	Microres, foc	24	Microresistivity, focused log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	DT	Drilling time	1	Drilling time log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	DR	Drillers	2	Drillers log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	DG	Geologists	3	Geologists log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	DC	Core	4	Core log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	CT	Caliper, three	13	Caliper, three arm log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	CS	Caliper, single	12	Caliper, single arm log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	CP	Caliper	11	Caliper log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	CM	Caliper, multi	14	Caliper, multiple arm log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	CA	Caliper,acoustic	15	Caliper, acoustic log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	AW	Acoustic Wave	9	Acoustic Waveform log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	AV	Acoustic Vel	8	Acoustic Velocity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	AT	Acoustic Tele	10	Acoustic Televiewer log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	AS	Sonic	7	Sonic log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZZ	Composite, other	85	Composite, other	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZY	Opt tele, deviat	84	Optical televiewer and deviation	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZX	Gam,calip,sp-rst	83	Gamma, caliper, and single-point resistance	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZW	Calip and collar	82	Caliper and casing collar	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZV	Gam,mag suscept	81	Gamma and magnetic susceptibility	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZU	Gamma and temp	80	Gamma and temperature	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZS	Gam,fl,tm,sp-rst	78	Gamma, fluid resistivity, temperature, and single-point resistance	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZQ	Gm,cp,tmp,cd,dev	76	Gamma, caliper, temperature, fluid conductivity, and deviation	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZO	Opt&ac-tele,dev	74	Optical and acoustic televiewer and deviation.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZL	Sp, sp-rst	71	Spontaneous potential, and single-point resistance.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZK	Gam,sp,sp-rst	70	Gamma, spontaneous potential, and single-point resistance.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZJ	Ls-rst,sp,sp-rst	69	Long/short normal resistivity, spontaneous potential, and single-point resistance.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZH	Gm,ls-rst,sp,rst	67	Gamma, long/short normal resistivity, spontaneous potential, and single-point resistance.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZG	Gam,tmp,rst	66	Gamma, temperature, and single-point resistance.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZD	Gam grd-rst	63	Gamma and guard resistivity.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZC	Clp,fl-rst,tp	62	Caliper, fluid resistivity, and temperature.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZB	Clp,tp,fl-rst	61	Caliper, gamma, single-point resistance, temperature, and fluid resistivity.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZA	Clp,gam,rst,tmp	60	Caliper, gamma, single-point resistance, and temperature.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	YA	Acoust tele,dev	59	Acoustic televiewer and deviation.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	TD	3D doplr flowmtr	58	3D doppler flowmeter.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	HH	Horiz Heat-pulse	40	Horizontal heat-pulse flowmeter.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	HB	Horiz borescope	39	Horizontal colloidal borescope.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
hdepth	99999999	Maximum+	2	 Depth	Y	C200	Depth to top of logged interval	8	12	MGDLTP	 0.3048	 0	MISC	LOGS	80	8	 0	3333333332	N	25	hdepth	  TOP	   OF	INTERVAL	 (FEET)	(METERS)	--	2	2	2	-3	6	3	8	YYYYYY	0		gw_logs_##	logs_top_va	nwis	20-NOV-2018 20:48:08
hdepth	-9999999	Minimum-	1	 Depth	Y	C200	Depth to top of logged interval	8	12	MGDLTP	 0.3048	 0	MISC	LOGS	80	8	 0	3333333332	N	25	hdepth	  TOP	   OF	INTERVAL	 (FEET)	(METERS)	--	2	2	2	-3	6	3	8	YYYYYY	0		gw_logs_##	logs_top_va	nwis	20-NOV-2018 20:48:08
hdepth	99999999	Maximum+	2	 Depth	Y	C201	Depth to bottom of logged interval	8	12	MGDLBT	 0.3048	 0	MISC	LOGS	88	8	 0	3333333332	N	25	hdepth	 BOTTOM	   OF	INTERVAL	 (FEET)	(METERS)	--	2	2	2	-3	6	3	8	YYYYYY	0		gw_logs_##	logs_bottom_va	nwis	20-NOV-2018 20:48:08
